id,vendor_inco_term,shipment_mode,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date
11062,N/A - From RDC,Air,N/A - From RDC,31-Jul-09,31-Jul-09,31-Jul-09
11063,N/A - From RDC,Air,N/A - From RDC,31-Jul-09,31-Jul-09,31-Jul-09
11066,N/A - From RDC,Air,N/A - From RDC,8-Sep-09,8-Sep-09,8-Sep-09
11067,N/A - From RDC,Air,N/A - From RDC,14-Sep-09,14-Sep-09,14-Sep-09
11068,N/A - From RDC,Air,N/A - From RDC,8-Oct-09,8-Oct-09,8-Oct-09
11069,N/A - From RDC,Air,N/A - From RDC,28-Sep-09,28-Sep-09,28-Sep-09
11070,N/A - From RDC,Air Charter,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09
11071,N/A - From RDC,Air,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09
11072,N/A - From RDC,Air,N/A - From RDC,18-Nov-09,18-Nov-09,18-Nov-09
11073,N/A - From RDC,Air,N/A - From RDC,18-Nov-09,18-Nov-09,18-Nov-09
11074,N/A - From RDC,Air,N/A - From RDC,24-Nov-09,24-Nov-09,24-Nov-09
11075,N/A - From RDC,Truck,N/A - From RDC,29-Oct-09,29-Oct-09,29-Oct-09
11076,N/A - From RDC,Air,N/A - From RDC,11-Dec-09,11-Dec-09,11-Dec-09
11077,N/A - From RDC,Air Charter,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09
11078,N/A - From RDC,Air,N/A - From RDC,23-Feb-10,23-Feb-10,23-Feb-10
11079,N/A - From RDC,Air,N/A - From RDC,19-Feb-10,22-Jan-10,22-Jan-10
11086,N/A - From RDC,N/A,N/A - From RDC,22-Feb-07,22-Feb-07,22-Feb-07
11088,N/A - From RDC,N/A,N/A - From RDC,22-Feb-07,8-Mar-07,8-Mar-07
11089,N/A - From RDC,Air,N/A - From RDC,9-Jan-07,9-Jan-07,9-Jan-07
11090,N/A - From RDC,Air,N/A - From RDC,9-Jan-07,9-Jan-07,9-Jan-07
11091,N/A - From RDC,N/A,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07
11092,N/A - From RDC,N/A,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07
11095,N/A - From RDC,Air,N/A - From RDC,10-Apr-07,10-Apr-07,10-Apr-07
11096,N/A - From RDC,N/A,N/A - From RDC,27-Apr-07,27-Apr-07,27-Apr-07
11097,N/A - From RDC,N/A,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07
11099,N/A - From RDC,N/A,N/A - From RDC,26-Apr-07,26-Apr-07,26-Apr-07
11101,N/A - From RDC,N/A,N/A - From RDC,4-May-07,4-May-07,4-May-07
11102,N/A - From RDC,N/A,N/A - From RDC,4-May-07,4-May-07,4-May-07
11105,N/A - From RDC,N/A,N/A - From RDC,23-May-07,23-May-07,23-May-07
11107,N/A - From RDC,Air,N/A - From RDC,1-Jun-07,1-Jun-07,1-Jun-07
11109,N/A - From RDC,Air,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07
11112,N/A - From RDC,N/A,N/A - From RDC,27-Apr-07,27-Apr-07,27-Apr-07
11113,N/A - From RDC,N/A,N/A - From RDC,4-May-07,4-May-07,4-May-07
11114,N/A - From RDC,N/A,N/A - From RDC,3-May-07,3-May-07,3-May-07
11115,N/A - From RDC,Air,N/A - From RDC,8-Jun-07,8-Jun-07,8-Jun-07
11117,N/A - From RDC,N/A,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07
11118,N/A - From RDC,N/A,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07
11119,N/A - From RDC,N/A,N/A - From RDC,21-Jun-07,21-Jun-07,21-Jun-07
11122,N/A - From RDC,Air,N/A - From RDC,10-Jul-07,10-Jul-07,10-Jul-07
11128,N/A - From RDC,N/A,N/A - From RDC,20-Jun-07,20-Jun-07,20-Jun-07
11130,N/A - From RDC,N/A,N/A - From RDC,16-May-07,16-May-07,16-May-07
11133,N/A - From RDC,N/A,N/A - From RDC,26-Jun-07,26-Jun-07,26-Jun-07
11135,N/A - From RDC,Air,N/A - From RDC,12-Jul-07,12-Jul-07,12-Jul-07
11136,N/A - From RDC,N/A,N/A - From RDC,3-Jul-07,3-Jul-07,3-Jul-07
11137,N/A - From RDC,N/A,N/A - From RDC,3-Jul-07,3-Jul-07,3-Jul-07
11138,N/A - From RDC,Air,N/A - From RDC,13-Aug-07,13-Aug-07,13-Aug-07
11139,N/A - From RDC,Air,N/A - From RDC,30-Jul-07,30-Jul-07,30-Jul-07
11140,N/A - From RDC,N/A,N/A - From RDC,14-Aug-07,14-Aug-07,14-Aug-07
11141,N/A - From RDC,N/A,N/A - From RDC,14-Aug-07,14-Aug-07,14-Aug-07
11142,N/A - From RDC,Air,N/A - From RDC,7-Aug-07,7-Aug-07,7-Aug-07
11144,N/A - From RDC,Air,N/A - From RDC,10-Oct-07,10-Oct-07,10-Oct-07
11146,N/A - From RDC,Air,N/A - From RDC,16-Jul-07,16-Jul-07,16-Jul-07
11147,N/A - From RDC,N/A,N/A - From RDC,27-Jul-07,27-Jul-07,27-Jul-07
11151,N/A - From RDC,N/A,N/A - From RDC,10-Sep-07,10-Sep-07,10-Sep-07
11153,N/A - From RDC,Air,N/A - From RDC,29-Aug-07,29-Aug-07,29-Aug-07
11154,N/A - From RDC,Air,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07
11156,N/A - From RDC,N/A,N/A - From RDC,17-Oct-07,17-Oct-07,17-Oct-07
11160,N/A - From RDC,Air,N/A - From RDC,5-Nov-07,5-Nov-07,5-Nov-07
11161,N/A - From RDC,N/A,N/A - From RDC,27-Sep-07,27-Sep-07,27-Sep-07
11661,N/A - From RDC,Air,N/A - From RDC,14-Aug-09,14-Aug-09,14-Aug-09
11162,N/A - From RDC,N/A,N/A - From RDC,27-Sep-07,27-Sep-07,27-Sep-07
11173,N/A - From RDC,Air,N/A - From RDC,5-Oct-07,5-Oct-07,5-Oct-07
11174,N/A - From RDC,N/A,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07
11175,N/A - From RDC,N/A,N/A - From RDC,10-Sep-07,10-Sep-07,10-Sep-07
11177,N/A - From RDC,N/A,N/A - From RDC,2-Nov-07,2-Nov-07,2-Nov-07
11186,N/A - From RDC,Air,N/A - From RDC,22-Oct-07,22-Oct-07,22-Oct-07
11187,N/A - From RDC,N/A,N/A - From RDC,29-Oct-07,29-Oct-07,29-Oct-07
11188,N/A - From RDC,N/A,N/A - From RDC,9-Nov-07,9-Nov-07,9-Nov-07
11189,N/A - From RDC,N/A,N/A - From RDC,22-Oct-07,22-Oct-07,22-Oct-07
11191,N/A - From RDC,Air,N/A - From RDC,4-Dec-07,4-Dec-07,4-Dec-07
11192,N/A - From RDC,Air,N/A - From RDC,22-Nov-07,22-Nov-07,22-Nov-07
11194,N/A - From RDC,Air,N/A - From RDC,13-Nov-07,13-Nov-07,13-Nov-07
11195,N/A - From RDC,Truck,N/A - From RDC,21-Feb-08,21-Feb-08,21-Feb-08
11196,N/A - From RDC,Air,N/A - From RDC,20-Feb-08,20-Feb-08,20-Feb-08
11197,N/A - From RDC,Air,N/A - From RDC,8-Apr-08,8-Apr-08,8-Apr-08
11198,N/A - From RDC,Air,N/A - From RDC,10-Dec-07,10-Dec-07,10-Dec-07
11200,N/A - From RDC,Air,N/A - From RDC,29-Nov-07,29-Nov-07,29-Nov-07
11201,N/A - From RDC,Air,N/A - From RDC,29-Nov-07,29-Nov-07,29-Nov-07
11202,N/A - From RDC,Air,N/A - From RDC,22-Nov-07,22-Nov-07,22-Nov-07
11203,N/A - From RDC,Air,N/A - From RDC,22-Jan-08,22-Jan-08,22-Jan-08
11204,N/A - From RDC,Air,N/A - From RDC,30-Nov-07,30-Nov-07,30-Nov-07
11205,N/A - From RDC,Air,N/A - From RDC,17-Jan-08,17-Jan-08,17-Jan-08
11206,N/A - From RDC,N/A,N/A - From RDC,6-Dec-07,6-Dec-07,6-Dec-07
11207,N/A - From RDC,Air,N/A - From RDC,26-Nov-07,26-Nov-07,26-Nov-07
11208,N/A - From RDC,Air,N/A - From RDC,3-Dec-07,3-Dec-07,3-Dec-07
11209,N/A - From RDC,Air,N/A - From RDC,3-Dec-07,3-Dec-07,3-Dec-07
11210,N/A - From RDC,N/A,N/A - From RDC,28-Dec-07,28-Dec-07,28-Dec-07
11213,N/A - From RDC,Air,N/A - From RDC,5-Dec-07,5-Dec-07,5-Dec-07
11217,N/A - From RDC,Air,N/A - From RDC,20-Dec-07,20-Dec-07,20-Dec-07
11219,N/A - From RDC,Air,N/A - From RDC,4-Mar-08,21-Feb-08,21-Feb-08
11222,N/A - From RDC,Air,N/A - From RDC,9-Jan-08,9-Jan-08,9-Jan-08
11223,N/A - From RDC,Air,N/A - From RDC,4-Mar-08,21-Feb-08,21-Feb-08
11224,N/A - From RDC,Air,N/A - From RDC,29-Jan-08,29-Jan-08,29-Jan-08
11225,N/A - From RDC,Air,N/A - From RDC,28-Jan-08,28-Jan-08,28-Jan-08
11226,N/A - From RDC,Air,N/A - From RDC,6-Feb-08,6-Feb-08,6-Feb-08
11227,N/A - From RDC,N/A,N/A - From RDC,21-Jan-08,21-Jan-08,21-Jan-08
11228,N/A - From RDC,Air,N/A - From RDC,29-Jan-08,29-Jan-08,29-Jan-08
11230,N/A - From RDC,Air,N/A - From RDC,12-Feb-08,12-Feb-08,12-Feb-08
11231,N/A - From RDC,N/A,N/A - From RDC,28-Feb-08,28-Feb-08,28-Feb-08
11232,N/A - From RDC,Truck,N/A - From RDC,21-Apr-08,21-Apr-08,21-Apr-08
11233,N/A - From RDC,Air,N/A - From RDC,3-Apr-08,3-Apr-08,3-Apr-08
11234,N/A - From RDC,Air,N/A - From RDC,31-Mar-08,31-Mar-08,31-Mar-08
11235,N/A - From RDC,Air,N/A - From RDC,29-Jul-08,29-Jul-08,29-Jul-08
11236,N/A - From RDC,N/A,N/A - From RDC,21-Feb-08,21-Feb-08,21-Feb-08
11238,N/A - From RDC,Air,N/A - From RDC,30-Jun-08,30-Jun-08,30-Jun-08
11239,N/A - From RDC,Air,N/A - From RDC,19-Jun-08,19-Jun-08,19-Jun-08
11240,N/A - From RDC,Air,N/A - From RDC,19-Jun-08,19-Jun-08,19-Jun-08
11241,N/A - From RDC,Air,N/A - From RDC,2-Jun-08,2-Jun-08,2-Jun-08
11242,N/A - From RDC,N/A,N/A - From RDC,1-Apr-08,1-Apr-08,1-Apr-08
11243,N/A - From RDC,Air,N/A - From RDC,16-Jul-08,16-Jul-08,16-Jul-08
11244,N/A - From RDC,Air,N/A - From RDC,31-Jul-08,31-Jul-08,31-Jul-08
11245,N/A - From RDC,Truck,N/A - From RDC,14-Mar-08,14-Mar-08,14-Mar-08
11246,N/A - From RDC,Air,N/A - From RDC,3-Apr-08,3-Apr-08,3-Apr-08
11247,N/A - From RDC,Truck,N/A - From RDC,5-Mar-08,5-Mar-08,5-Mar-08
11248,N/A - From RDC,Truck,N/A - From RDC,19-Jun-08,19-Jun-08,19-Jun-08
11249,N/A - From RDC,Air,N/A - From RDC,12-Mar-08,12-Mar-08,12-Mar-08
11250,N/A - From RDC,Air,N/A - From RDC,27-Jun-08,27-Jun-08,27-Jun-08
11252,N/A - From RDC,Truck,N/A - From RDC,26-Mar-08,26-Mar-08,26-Mar-08
11257,N/A - From RDC,Truck,N/A - From RDC,7-Aug-08,7-Aug-08,7-Aug-08
11258,N/A - From RDC,Air,N/A - From RDC,23-Jun-08,23-Jun-08,23-Jun-08
11259,N/A - From RDC,Air,N/A - From RDC,30-Mar-08,30-Mar-08,30-Mar-08
11260,N/A - From RDC,Air,N/A - From RDC,26-May-08,26-May-08,26-May-08
11261,N/A - From RDC,Air,N/A - From RDC,26-May-08,26-May-08,26-May-08
11263,N/A - From RDC,Air,N/A - From RDC,21-Apr-08,21-Apr-08,21-Apr-08
11265,N/A - From RDC,Air,N/A - From RDC,14-Apr-08,14-Apr-08,14-Apr-08
11267,N/A - From RDC,Air,N/A - From RDC,17-Jun-08,17-Jun-08,17-Jun-08
11268,N/A - From RDC,Truck,N/A - From RDC,17-Jun-08,17-Jun-08,17-Jun-08
11269,N/A - From RDC,Air,N/A - From RDC,21-Aug-08,21-Aug-08,21-Aug-08
11528,N/A - From RDC,Truck,N/A - From RDC,29-Jul-08,29-Jul-08,29-Jul-08
11270,N/A - From RDC,Air,N/A - From RDC,21-Aug-08,21-Aug-08,21-Aug-08
11271,N/A - From RDC,Truck,N/A - From RDC,23-Jul-08,23-Jul-08,23-Jul-08
11273,N/A - From RDC,Truck,N/A - From RDC,26-Sep-08,26-Sep-08,26-Sep-08
11274,N/A - From RDC,Truck,N/A - From RDC,8-Dec-08,8-Dec-08,8-Dec-08
11275,N/A - From RDC,Air,N/A - From RDC,19-Dec-08,19-Dec-08,19-Dec-08
11276,N/A - From RDC,Air,N/A - From RDC,17-Nov-08,17-Nov-08,17-Nov-08
11277,N/A - From RDC,Air,N/A - From RDC,21-Nov-08,21-Nov-08,21-Nov-08
11278,N/A - From RDC,Air,N/A - From RDC,26-Nov-08,26-Nov-08,26-Nov-08
11280,N/A - From RDC,Air,N/A - From RDC,17-Nov-08,17-Nov-08,17-Nov-08
11281,N/A - From RDC,Air,N/A - From RDC,2-Mar-09,2-Mar-09,2-Mar-09
11282,N/A - From RDC,Air,N/A - From RDC,9-Feb-09,9-Feb-09,9-Feb-09
11283,N/A - From RDC,Air,N/A - From RDC,10-Sep-08,10-Sep-08,10-Sep-08
11284,N/A - From RDC,Truck,N/A - From RDC,12-Sep-08,12-Sep-08,12-Sep-08
11286,N/A - From RDC,Truck,N/A - From RDC,26-Jul-08,26-Jul-08,26-Jul-08
11289,N/A - From RDC,Air,N/A - From RDC,9-Dec-08,9-Dec-08,9-Dec-08
11290,N/A - From RDC,Air,N/A - From RDC,7-Oct-08,7-Oct-08,7-Oct-08
11291,N/A - From RDC,Air,N/A - From RDC,9-Dec-08,9-Dec-08,9-Dec-08
11292,N/A - From RDC,Air,N/A - From RDC,3-Mar-09,3-Mar-09,3-Mar-09
11293,N/A - From RDC,Truck,N/A - From RDC,6-Mar-09,6-Mar-09,6-Mar-09
11294,N/A - From RDC,Air,N/A - From RDC,3-Mar-09,3-Mar-09,3-Mar-09
11295,N/A - From RDC,Air,N/A - From RDC,5-Mar-09,5-Mar-09,5-Mar-09
11298,N/A - From RDC,Air,N/A - From RDC,8-Apr-09,8-Apr-09,8-Apr-09
11299,N/A - From RDC,Air,N/A - From RDC,4-Nov-08,4-Nov-08,4-Nov-08
11300,N/A - From RDC,Air,N/A - From RDC,19-Jan-09,19-Jan-09,19-Jan-09
11301,N/A - From RDC,Truck,N/A - From RDC,11-Feb-09,11-Feb-09,11-Feb-09
11302,N/A - From RDC,Air,N/A - From RDC,27-Nov-08,27-Nov-08,27-Nov-08
11303,N/A - From RDC,Air,N/A - From RDC,20-Mar-09,20-Mar-09,20-Mar-09
11304,N/A - From RDC,Truck,N/A - From RDC,14-Nov-08,14-Nov-08,14-Nov-08
11305,N/A - From RDC,Air,N/A - From RDC,2-Oct-08,2-Oct-08,2-Oct-08
11306,N/A - From RDC,Air,N/A - From RDC,16-Feb-09,16-Feb-09,16-Feb-09
11307,N/A - From RDC,Air,N/A - From RDC,27-Nov-08,27-Nov-08,27-Nov-08
11309,N/A - From RDC,Air,N/A - From RDC,8-Oct-08,8-Oct-08,8-Oct-08
11310,N/A - From RDC,Air,N/A - From RDC,9-Apr-09,9-Apr-09,9-Apr-09
11312,N/A - From RDC,Truck,N/A - From RDC,23-Apr-09,23-Apr-09,23-Apr-09
11313,N/A - From RDC,Air Charter,N/A - From RDC,8-May-09,8-May-09,8-May-09
11314,N/A - From RDC,Air,N/A - From RDC,19-May-09,19-May-09,19-May-09
11315,N/A - From RDC,Air,N/A - From RDC,14-May-09,14-May-09,14-May-09
11316,N/A - From RDC,Air,N/A - From RDC,14-May-09,14-May-09,14-May-09
11317,N/A - From RDC,Air,N/A - From RDC,24-Jun-09,24-Jun-09,24-Jun-09
11318,N/A - From RDC,Truck,N/A - From RDC,28-Jun-09,28-Jun-09,28-Jun-09
11319,N/A - From RDC,Air,N/A - From RDC,1-Jun-09,1-Jun-09,1-Jun-09
11320,N/A - From RDC,Air,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09
11321,N/A - From RDC,Truck,N/A - From RDC,12-Aug-09,12-Aug-09,12-Aug-09
11322,N/A - From RDC,Truck,N/A - From RDC,10-Jun-09,10-Jun-09,10-Jun-09
11326,N/A - From RDC,Truck,N/A - From RDC,15-Jun-09,15-Jun-09,15-Jun-09
11327,N/A - From RDC,Truck,N/A - From RDC,15-Jun-09,15-Jun-09,15-Jun-09
11331,N/A - From RDC,Air Charter,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09
11332,N/A - From RDC,Truck,N/A - From RDC,22-Jun-09,22-Jun-09,22-Jun-09
11333,N/A - From RDC,Air Charter,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09
11336,N/A - From RDC,Air,N/A - From RDC,14-Jul-09,14-Jul-09,14-Jul-09
11337,N/A - From RDC,Truck,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09
11338,N/A - From RDC,Air,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09
11339,N/A - From RDC,Air,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09
11340,N/A - From RDC,Air Charter,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09
11341,N/A - From RDC,Air Charter,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09
11342,N/A - From RDC,Air Charter,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09
11343,N/A - From RDC,Air Charter,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09
11344,N/A - From RDC,Air,N/A - From RDC,11-Aug-09,11-Aug-09,11-Aug-09
11345,N/A - From RDC,Air,N/A - From RDC,8-Sep-09,8-Sep-09,8-Sep-09
11346,N/A - From RDC,Air Charter,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09
11348,N/A - From RDC,Truck,N/A - From RDC,27-Aug-09,17-Sep-09,17-Sep-09
11350,N/A - From RDC,Truck,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09
11351,N/A - From RDC,Truck,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09
11352,N/A - From RDC,Truck,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09
11353,N/A - From RDC,Air Charter,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09
11354,N/A - From RDC,Air Charter,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09
11356,N/A - From RDC,Truck,N/A - From RDC,13-Oct-09,13-Oct-09,13-Oct-09
11357,N/A - From RDC,Air,N/A - From RDC,21-Oct-09,21-Oct-09,21-Oct-09
11358,N/A - From RDC,Truck,N/A - From RDC,30-Sep-09,12-Aug-09,12-Aug-09
11361,N/A - From RDC,Truck,N/A - From RDC,14-Jan-10,14-Jan-10,14-Jan-10
11367,N/A - From RDC,Air,N/A - From RDC,17-Mar-07,17-Mar-07,17-Mar-07
11368,N/A - From RDC,N/A,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07
11369,N/A - From RDC,N/A,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07
11370,N/A - From RDC,N/A,N/A - From RDC,2-Apr-07,2-Apr-07,2-Apr-07
11372,N/A - From RDC,N/A,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07
11373,N/A - From RDC,N/A,N/A - From RDC,4-May-07,4-May-07,4-May-07
11374,N/A - From RDC,N/A,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07
11376,N/A - From RDC,Air,N/A - From RDC,6-Jun-07,6-Jun-07,6-Jun-07
11377,N/A - From RDC,N/A,N/A - From RDC,18-Apr-07,18-Apr-07,18-Apr-07
11378,N/A - From RDC,N/A,N/A - From RDC,23-May-07,23-May-07,23-May-07
11829,N/A - From RDC,Air,N/A - From RDC,10-Dec-07,10-Dec-07,10-Dec-07
11379,N/A - From RDC,Air,N/A - From RDC,21-May-07,21-May-07,21-May-07
11381,N/A - From RDC,Air,N/A - From RDC,17-Mar-07,17-Mar-07,17-Mar-07
11383,N/A - From RDC,N/A,N/A - From RDC,20-Apr-07,20-Apr-07,20-Apr-07
11384,N/A - From RDC,Air,N/A - From RDC,14-May-07,14-May-07,14-May-07
11385,N/A - From RDC,Air,N/A - From RDC,14-May-07,14-May-07,14-May-07
11386,N/A - From RDC,N/A,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07
11387,N/A - From RDC,N/A,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07
11390,N/A - From RDC,N/A,N/A - From RDC,25-Jun-07,25-Jun-07,25-Jun-07
11391,N/A - From RDC,N/A,N/A - From RDC,5-Jul-07,5-Jul-07,5-Jul-07
11393,N/A - From RDC,N/A,N/A - From RDC,14-Jun-07,14-Jun-07,14-Jun-07
11394,N/A - From RDC,N/A,N/A - From RDC,12-Jun-07,12-Jun-07,12-Jun-07
11395,N/A - From RDC,N/A,N/A - From RDC,20-Jun-07,20-Jun-07,20-Jun-07
11397,N/A - From RDC,N/A,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07
11398,N/A - From RDC,N/A,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07
11401,N/A - From RDC,Air,N/A - From RDC,22-May-07,22-May-07,22-May-07
11402,N/A - From RDC,Air,N/A - From RDC,22-May-07,22-May-07,22-May-07
11403,N/A - From RDC,N/A,N/A - From RDC,24-May-07,24-May-07,24-May-07
11404,N/A - From RDC,N/A,N/A - From RDC,5-Jun-07,5-Jun-07,5-Jun-07
11407,N/A - From RDC,N/A,N/A - From RDC,20-Jul-07,20-Jul-07,20-Jul-07
11408,N/A - From RDC,Air,N/A - From RDC,6-Aug-07,6-Aug-07,6-Aug-07
11409,N/A - From RDC,Air,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07
11411,N/A - From RDC,N/A,N/A - From RDC,31-Jul-07,31-Jul-07,31-Jul-07
11412,N/A - From RDC,Air,N/A - From RDC,10-Oct-07,10-Oct-07,10-Oct-07
11417,N/A - From RDC,N/A,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07
11418,N/A - From RDC,Air,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07
11419,N/A - From RDC,N/A,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07
11420,N/A - From RDC,N/A,N/A - From RDC,16-Jul-07,16-Jul-07,16-Jul-07
11424,N/A - From RDC,N/A,N/A - From RDC,30-Jul-07,30-Jul-07,30-Jul-07
11425,N/A - From RDC,Air,N/A - From RDC,15-Aug-07,15-Aug-07,15-Aug-07
11426,N/A - From RDC,N/A,N/A - From RDC,3-Aug-07,3-Aug-07,3-Aug-07
11430,N/A - From RDC,Air,N/A - From RDC,27-Aug-07,27-Aug-07,27-Aug-07
11431,N/A - From RDC,N/A,N/A - From RDC,17-Aug-07,17-Aug-07,17-Aug-07
11432,N/A - From RDC,Air,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07
11433,N/A - From RDC,Air,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07
11434,N/A - From RDC,Air,N/A - From RDC,21-Aug-07,21-Aug-07,21-Aug-07
11435,N/A - From RDC,N/A,N/A - From RDC,30-Aug-07,30-Aug-07,30-Aug-07
11436,N/A - From RDC,N/A,N/A - From RDC,30-Aug-07,30-Aug-07,30-Aug-07
11450,N/A - From RDC,N/A,N/A - From RDC,14-Sep-07,14-Sep-07,14-Sep-07
11452,N/A - From RDC,Air,N/A - From RDC,5-Oct-07,5-Oct-07,5-Oct-07
11454,N/A - From RDC,N/A,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07
11456,N/A - From RDC,N/A,N/A - From RDC,14-Sep-07,14-Sep-07,14-Sep-07
11458,N/A - From RDC,N/A,N/A - From RDC,26-Nov-07,26-Nov-07,26-Nov-07
11462,N/A - From RDC,Air,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07
11464,N/A - From RDC,Air,N/A - From RDC,31-Oct-07,31-Oct-07,31-Oct-07
11472,N/A - From RDC,N/A,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07
11473,N/A - From RDC,Air,N/A - From RDC,22-Oct-07,22-Oct-07,22-Oct-07
11474,N/A - From RDC,Air,N/A - From RDC,25-Nov-07,25-Nov-07,25-Nov-07
11475,N/A - From RDC,Air,N/A - From RDC,25-Nov-07,25-Nov-07,25-Nov-07
11476,N/A - From RDC,Air,N/A - From RDC,1-Nov-07,1-Nov-07,1-Nov-07
11477,N/A - From RDC,Air,N/A - From RDC,29-Nov-07,29-Nov-07,29-Nov-07
11478,N/A - From RDC,Air,N/A - From RDC,12-Nov-07,12-Nov-07,12-Nov-07
11479,N/A - From RDC,Air,N/A - From RDC,26-Feb-08,26-Feb-08,26-Feb-08
11480,N/A - From RDC,Air,N/A - From RDC,19-Feb-08,19-Feb-08,19-Feb-08
11481,N/A - From RDC,Air,N/A - From RDC,19-Feb-08,19-Feb-08,19-Feb-08
11483,N/A - From RDC,Air,N/A - From RDC,22-Nov-07,22-Nov-07,22-Nov-07
11484,N/A - From RDC,Air,N/A - From RDC,22-Nov-07,22-Nov-07,22-Nov-07
11485,N/A - From RDC,N/A,N/A - From RDC,26-Nov-07,26-Nov-07,26-Nov-07
11490,N/A - From RDC,Air,N/A - From RDC,29-Nov-07,29-Nov-07,29-Nov-07
11491,N/A - From RDC,Air,N/A - From RDC,14-Dec-07,14-Dec-07,14-Dec-07
11492,N/A - From RDC,Air,N/A - From RDC,31-Dec-07,31-Dec-07,31-Dec-07
11493,N/A - From RDC,Air,N/A - From RDC,17-Jan-08,17-Jan-08,17-Jan-08
11494,N/A - From RDC,Air,N/A - From RDC,3-Dec-07,3-Dec-07,3-Dec-07
11495,N/A - From RDC,Air,N/A - From RDC,3-Dec-07,3-Dec-07,3-Dec-07
11496,N/A - From RDC,N/A,N/A - From RDC,22-Feb-08,22-Feb-08,22-Feb-08
11497,N/A - From RDC,N/A,N/A - From RDC,8-Jan-08,8-Jan-08,8-Jan-08
11500,N/A - From RDC,Air,N/A - From RDC,30-Nov-07,30-Nov-07,30-Nov-07
11501,N/A - From RDC,Air,N/A - From RDC,6-Dec-07,6-Dec-07,6-Dec-07
11507,N/A - From RDC,Air,N/A - From RDC,9-Jan-08,9-Jan-08,9-Jan-08
11508,N/A - From RDC,Air,N/A - From RDC,28-Dec-07,28-Dec-07,28-Dec-07
11510,N/A - From RDC,Air,N/A - From RDC,24-Dec-07,24-Dec-07,24-Dec-07
11511,N/A - From RDC,Air,N/A - From RDC,11-Jan-08,11-Jan-08,11-Jan-08
11512,N/A - From RDC,Air,N/A - From RDC,17-Jan-08,17-Jan-08,17-Jan-08
11515,N/A - From RDC,Air,N/A - From RDC,5-Mar-08,5-Mar-08,5-Mar-08
11516,N/A - From RDC,Air,N/A - From RDC,15-Jan-08,15-Jan-08,15-Jan-08
11517,N/A - From RDC,Air,N/A - From RDC,29-Feb-08,29-Feb-08,29-Feb-08
11518,N/A - From RDC,N/A,N/A - From RDC,15-Jan-08,15-Jan-08,15-Jan-08
11520,N/A - From RDC,Air,N/A - From RDC,14-Dec-07,14-Dec-07,14-Dec-07
11521,N/A - From RDC,Air,N/A - From RDC,5-Feb-08,5-Feb-08,5-Feb-08
11522,N/A - From RDC,Air,N/A - From RDC,7-Feb-08,7-Feb-08,7-Feb-08
