id,vendor_inco_term,shipment_mode,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date
3282,DDP,Truck,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08
3292,EXW,Air,7/18/2008,7-Nov-08,21-Oct-08,21-Oct-08
3294,CIP,Air,7/18/2008,9-Sep-08,9-Sep-08,9-Sep-08
3302,EXW,Air,7/24/2008,29-Nov-08,29-Nov-08,29-Nov-08
3313,EXW,Air,7/31/2008,20-Oct-08,20-Oct-08,20-Oct-08
3354,EXW,Air,8/22/2008,17-Nov-08,17-Nov-08,17-Nov-08
3357,DDP,Truck,Date Not Captured,25-Aug-08,18-Aug-08,18-Aug-08
3358,DDP,Truck,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08
3359,DDP,Truck,Date Not Captured,25-Aug-08,18-Aug-08,18-Aug-08
3360,EXW,Air,8/26/2008,25-Sep-08,25-Sep-08,25-Sep-08
3375,EXW,Air,9/3/2008,23-Jan-09,23-Jan-09,23-Jan-09
3378,FCA,Air,8/29/2008,17-Feb-09,17-Feb-09,17-Feb-09
3386,EXW,Air,8/29/2008,3-Oct-08,3-Oct-08,3-Oct-08
3419,EXW,Air,9/18/2008,12-Dec-08,12-Dec-08,12-Dec-08
3421,CIP,Air,9/17/2008,10-Oct-08,10-Oct-08,10-Oct-08
3441,EXW,Air,10/2/2008,18-Mar-09,18-Mar-09,18-Mar-09
3456,EXW,Air,10/21/2008,23-Feb-09,23-Feb-09,23-Feb-09
3457,EXW,Air,10/14/2008,22-Jan-09,22-Jan-09,22-Jan-09
3470,CIP,Air,10/17/2008,9-Dec-08,9-Dec-08,9-Dec-08
3479,EXW,Air,10/27/2008,26-Jan-09,20-Jan-09,20-Jan-09
3490,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
3499,EXW,Air,11/14/2008,19-Jan-09,19-Jan-09,19-Jan-09
3507,EXW,Air,11/20/2008,5-Feb-09,5-Feb-09,5-Feb-09
3508,EXW,Air,11/20/2008,27-Jan-09,27-Jan-09,27-Jan-09
3551,EXW,Air,12/10/2008,17-Mar-09,13-Mar-09,13-Mar-09
3552,EXW,Air,12/11/2008,17-Mar-09,17-Mar-09,17-Mar-09
3615,EXW,Air,1/16/2009,11-Apr-09,11-Apr-09,11-Apr-09
3616,EXW,Air,1/16/2009,7-Apr-09,7-Apr-09,7-Apr-09
3674,EXW,Air,2/18/2009,1-Apr-09,1-Apr-09,1-Apr-09
3718,CIP,Air,3/6/2009,31-Mar-09,31-Mar-09,31-Mar-09
3719,FCA,Air,3/6/2009,15-Apr-09,15-Apr-09,15-Apr-09
3735,DDP,Air,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08
3736,DDP,Air,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08
3737,DDP,Air,Date Not Captured,24-Mar-09,1-Dec-08,1-Dec-08
3738,DDP,Air,Date Not Captured,14-Apr-09,4-Dec-08,4-Dec-08
3739,DDP,Air,Date Not Captured,19-May-09,2-Jan-09,2-Jan-09
3743,DDP,Air,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08
3745,DDP,Air,Date Not Captured,21-Apr-09,5-Dec-08,5-Dec-08
3746,DDP,Air,Date Not Captured,26-May-09,22-Jan-09,22-Jan-09
3747,DDP,Air,3/13/2009,17-Jun-09,3-Apr-09,3-Apr-09
3748,DDP,Air,3/13/2009,17-Jun-09,17-Apr-09,17-Apr-09
3749,DDP,Air,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08
3751,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
3752,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
3753,DDP,Air,Date Not Captured,30-Mar-09,23-Jan-09,23-Jan-09
3754,DDP,Air,Date Not Captured,30-Mar-09,23-Jan-09,23-Jan-09
3763,DDP,Air,3/18/2009,25-Jun-09,20-Apr-09,20-Apr-09
3767,DDP,Air,3/27/2009,25-Jun-09,8-Apr-09,8-Apr-09
4020,EXW,Air,7/3/2007,2-Oct-07,2-Oct-07,2-Oct-07
3768,DDP,Air,3/27/2009,25-Jun-09,8-Apr-09,8-Apr-09
3769,DDP,Air,3/27/2009,25-Jun-09,9-Apr-09,9-Apr-09
3770,DDP,Air,3/27/2009,25-Jun-09,9-Apr-09,9-Apr-09
3771,DDP,Air,3/27/2009,25-Jun-09,21-Apr-09,21-Apr-09
3772,DDP,Truck,3/27/2009,25-Jun-09,5-Jun-09,5-Jun-09
3781,EXW,Air,3/25/2009,10-Jul-09,10-Jul-09,10-Jul-09
3787,DDP,Truck,4/2/2009,15-May-09,4-May-09,4-May-09
3808,EXW,Air,5/14/2009,7-Aug-09,28-Aug-09,28-Aug-09
3828,CIP,Air,4/15/2009,21-Sep-09,21-Sep-09,21-Sep-09
3839,EXW,Air,4/20/2009,20-May-09,20-May-09,20-May-09
3840,CIP,Air,4/24/2009,11-Aug-09,11-Aug-09,11-Aug-09
3846,EXW,Air,4/29/2009,21-Jul-09,21-Jul-09,21-Jul-09
3848,EXW,Air,4/29/2009,3-Aug-09,3-Aug-09,3-Aug-09
3851,EXW,Air,4/29/2009,10-Jul-09,10-Jul-09,10-Jul-09
3852,EXW,Air,4/29/2009,10-Jul-09,10-Jul-09,10-Jul-09
3870,EXW,Air,5/27/2009,12-Jun-09,12-Jun-09,12-Jun-09
3880,CIP,Air,5/27/2009,23-Jul-09,23-Jul-09,23-Jul-09
3894,DDP,Truck,6/5/2009,12-Oct-09,21-Jul-09,21-Jul-09
3895,DDP,Truck,6/5/2009,12-Oct-09,21-Jul-09,21-Jul-09
3896,DDP,Truck,6/5/2009,12-Oct-09,28-Jul-09,28-Jul-09
3897,DDP,Truck,6/5/2009,12-Oct-09,28-Jul-09,28-Jul-09
3898,DDP,Truck,6/5/2009,12-Oct-09,28-Jul-09,28-Jul-09
3899,DDP,Truck,6/5/2009,8-Sep-09,31-Aug-09,31-Aug-09
3926,EXW,Air,Date Not Captured,10-May-06,10-May-06,10-May-06
3955,EXW,Air,Date Not Captured,21-Dec-06,21-Dec-06,21-Dec-06
3956,FCA,Air,11/13/2006,27-Mar-07,27-Mar-07,27-Mar-07
3970,EXW,Air,12/28/2006,17-Jan-07,17-Jan-07,17-Jan-07
3971,EXW,Air,12/29/2006,25-Jan-07,9-Mar-07,9-Mar-07
3972,EXW,Air,Date Not Captured,20-Nov-06,20-Nov-06,20-Nov-06
3976,EXW,Air,Date Not Captured,20-Feb-07,20-Feb-07,20-Feb-07
3989,EXW,Air,4/4/2007,8-May-07,8-May-07,8-May-07
3992,EXW,Air,5/13/2007,19-Jun-07,6-Aug-07,6-Aug-07
4021,FCA,Air,7/4/2007,10-Sep-07,10-Sep-07,10-Sep-07
4023,EXW,Air,7/25/2007,9-Aug-07,9-Aug-07,9-Aug-07
4025,CIP,Air,7/11/2007,27-Aug-07,27-Aug-07,27-Aug-07
4044,EXW,Air,Date Not Captured,16-Oct-07,16-Oct-07,16-Oct-07
4045,EXW,Air,9/17/2008,19-Nov-08,19-Nov-08,19-Nov-08
4085,EXW,Air,8/28/2007,21-Sep-07,21-Sep-07,21-Sep-07
4100,EXW,Air,9/18/2007,25-Oct-07,25-Oct-07,25-Oct-07
4189,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
4190,DDP,N/A,11/12/2007,29-Jan-08,24-Jan-07,24-Jan-08
4192,EXW,Air,11/16/2007,10-Jan-08,10-Jan-08,10-Jan-08
4193,CIP,Air,11/21/2007,28-Apr-08,22-Apr-08,22-Apr-08
4198,FCA,Air,12/6/2007,22-Jan-08,7-Mar-08,7-Mar-08
4215,EXW,Air,12/5/2007,22-Jan-08,22-Jan-08,22-Jan-08
4257,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
4258,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
4259,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
4283,FCA,Air,2/15/2008,11-Apr-08,11-Apr-08,11-Apr-08
4290,DDP,Truck,1/21/2008,5-Feb-08,4-Feb-08,4-Feb-08
4301,EXW,Air,2/29/2008,6-Jun-08,6-Jun-08,6-Jun-08
4302,EXW,Air,2/27/2008,14-Apr-08,17-Apr-08,17-Apr-08
4303,EXW,Air,2/26/2008,11-Jul-08,11-Jul-08,11-Jul-08
4311,EXW,Air,2/29/2008,26-Sep-08,26-Sep-08,26-Sep-08
4312,EXW,Air,2/28/2008,21-Jul-08,21-Jul-08,21-Jul-08
4321,EXW,Air,3/11/2008,23-Jun-08,23-Jun-08,23-Jun-08
4331,DDP,Air,3/18/2008,14-Jun-08,14-Jun-08,14-Jun-08
4333,EXW,Air,3/18/2008,4-Jun-08,4-Jun-08,4-Jun-08
4347,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
4367,EXW,Air,3/31/2008,7-Jul-08,7-Jul-08,7-Jul-08
4368,EXW,Air,3/31/2008,12-Aug-08,12-Aug-08,12-Aug-08
4369,EXW,Air,3/31/2008,19-Sep-08,19-Sep-08,19-Sep-08
4372,FCA,Air,3/31/2008,16-Jul-08,16-Jul-08,16-Jul-08
4373,FCA,Air,3/31/2008,14-Jul-08,14-Jul-08,14-Jul-08
4432,DDP,Air,4/28/2008,18-Apr-08,3-Jan-08,3-Jan-08
4456,EXW,Air,5/14/2008,11-Oct-08,11-Oct-08,11-Oct-08
4457,EXW,Air,5/13/2008,19-Sep-08,19-Sep-08,19-Sep-08
4458,EXW,Air,5/13/2008,19-Sep-08,19-Sep-08,19-Sep-08
4459,CIP,Air,5/13/2008,30-Sep-08,30-Sep-08,30-Sep-08
4460,EXW,Air,5/14/2008,19-Sep-08,19-Sep-08,19-Sep-08
4461,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
4470,EXW,Air,5/20/2008,6-Aug-08,6-Aug-08,6-Aug-08
4531,DDP,Truck,Date Not Captured,12-Jun-08,9-Jun-08,9-Jun-08
4534,EXW,Air,6/20/2008,18-Nov-08,18-Nov-08,18-Nov-08
4567,CIP,Air,5/15/2008,3-Nov-08,3-Nov-08,3-Nov-08
4593,EXW,Air,8/21/2008,22-Sep-08,22-Sep-08,22-Sep-08
4594,EXW,Air,7/18/2008,1-Oct-08,1-Oct-08,1-Oct-08
4611,EXW,Air,7/28/2008,18-Nov-08,18-Nov-08,18-Nov-08
4615,EXW,Air,7/28/2008,9-Oct-08,2-Oct-08,2-Oct-08
4635,EXW,Air,7/1/2008,25-Sep-08,25-Sep-08,25-Sep-08
4646,DDP,Air,8/20/2008,27-Aug-08,27-Aug-08,27-Aug-08
4647,EXW,Air,8/22/2008,17-Nov-08,17-Nov-08,17-Nov-08
4648,EXW,Air,8/22/2008,30-Oct-08,28-Oct-08,28-Oct-08
4649,EXW,Air,8/22/2008,6-Oct-08,6-Oct-08,6-Oct-08
4650,EXW,Air,8/26/2008,1-Nov-08,1-Nov-08,1-Nov-08
4709,CIP,Air,10/21/2008,10-Mar-09,10-Mar-09,10-Mar-09
4722,EXW,Air,9/19/2008,8-Oct-08,8-Oct-08,8-Oct-08
4794,CIP,Air,11/4/2008,20-Feb-09,20-Feb-09,20-Feb-09
4798,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
4804,EXW,Air,11/14/2008,2-Mar-09,2-Mar-09,2-Mar-09
4818,EXW,Air,11/24/2008,27-Jan-09,27-Jan-09,27-Jan-09
4824,CIP,Air,12/30/2008,15-Jun-09,15-Jun-09,15-Jun-09
4854,EXW,Air,12/12/2008,30-Jan-09,23-Jan-09,23-Jan-09
4921,EXW,Air,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09
4929,EXW,Air,1/27/2009,26-Mar-09,26-Mar-09,26-Mar-09
4947,EXW,Air,2/6/2009,25-Mar-09,25-Mar-09,25-Mar-09
4949,FCA,Air,2/5/2009,11-Aug-09,11-Aug-09,11-Aug-09
5032,DDP,Air,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08
5033,DDP,Air,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08
5034,DDP,Air,Date Not Captured,24-Mar-09,1-Dec-08,1-Dec-08
5035,DDP,Air,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08
5036,DDP,Air,Date Not Captured,16-Jun-09,28-Jan-09,28-Jan-09
5037,DDP,Air,Date Not Captured,7-Jul-09,2-Feb-09,2-Feb-09
5041,DDP,Air,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08
5042,DDP,Air,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08
5043,DDP,Air,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08
5044,DDP,Air,Date Not Captured,26-May-09,22-Jan-09,22-Jan-09
5045,DDP,Air,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08
5046,DDP,Air,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08
5047,DDP,Air,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08
5048,DDP,Air,Date Not Captured,1-Apr-09,21-Nov-08,21-Nov-08
5049,DDP,Air,Date Not Captured,1-Apr-09,26-Nov-08,26-Nov-08
5050,DDP,Air,Date Not Captured,3-Apr-09,11-Feb-09,11-Feb-09
5051,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
5052,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
5053,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
5058,DDP,Air,3/18/2009,25-Jun-09,25-Jun-09,25-Jun-09
5059,DDP,Air,3/27/2009,25-Jun-09,15-Apr-09,15-Apr-09
5066,EXW,Air,3/25/2009,17-Apr-09,17-Apr-09,17-Apr-09
5076,DDP,Truck,4/2/2009,21-Apr-09,17-Apr-09,17-Apr-09
5081,DDP,Truck,Date Not Captured,15-May-09,15-May-09,15-May-09
5083,DDP,Truck,4/2/2009,15-May-09,21-Apr-09,21-Apr-09
5113,CIP,Air,7/15/2009,12-Aug-09,12-Aug-09,12-Aug-09
5114,EXW,Air,4/10/2009,3-Sep-09,3-Sep-09,3-Sep-09
5119,EXW,Air,4/15/2009,10-Jun-09,9-Jun-09,9-Jun-09
5120,EXW,Air,4/15/2009,10-Jun-09,17-Jun-09,17-Jun-09
5147,EXW,Air,4/29/2009,27-May-09,27-May-09,27-May-09
5175,FCA,Air,5/28/2009,30-Jul-09,30-Jul-09,30-Jul-09
5194,DDP,Truck,6/5/2009,12-Oct-09,21-Jul-09,21-Jul-09
5195,DDP,Truck,6/5/2009,12-Oct-09,28-Jul-09,28-Jul-09
5199,EXW,Air,6/4/2009,1-Sep-09,1-Sep-09,1-Sep-09
5201,CIP,Air,3/30/2009,15-Sep-09,15-Sep-09,15-Sep-09
5233,EXW,Air,Date Not Captured,2-May-06,2-May-06,2-May-06
5243,EXW,Air,Date Not Captured,8-Aug-06,8-Aug-06,8-Aug-06
5249,CIP,Air,Date Not Captured,15-Sep-06,15-Sep-06,15-Sep-06
5253,EXW,Air,Date Not Captured,28-Sep-06,28-Sep-06,28-Sep-06
5260,EXW,Air,Date Not Captured,6-Sep-06,6-Sep-06,6-Sep-06
5261,EXW,Air,Date Not Captured,6-Sep-06,6-Sep-06,6-Sep-06
5268,EXW,Air,Date Not Captured,25-Dec-06,25-Dec-06,25-Dec-06
5277,EXW,Air,Date Not Captured,22-Dec-06,22-Dec-06,22-Dec-06
5278,EXW,Air,Date Not Captured,20-Dec-06,20-Dec-06,20-Dec-06
5279,EXW,Air,11/14/2006,14-Mar-07,14-Mar-07,14-Mar-07
5280,EXW,Air,11/14/2006,14-Mar-07,16-May-07,16-May-07
5281,EXW,Air,11/14/2006,14-Mar-07,14-Mar-07,14-Mar-07
5282,EXW,Air,11/14/2006,14-Mar-07,14-Mar-07,14-Mar-07
5283,CIP,Air,11/29/2006,16-Apr-07,16-Apr-07,16-Apr-07
5293,EXW,Air,Date Not Captured,15-Nov-06,15-Nov-06,15-Nov-06
5294,EXW,Air,Date Not Captured,18-Jan-07,18-Jan-07,18-Jan-07
5295,EXW,Air,Date Not Captured,17-Dec-06,17-Dec-06,17-Dec-06
5303,CIP,Air,1/19/2007,19-Mar-07,19-Mar-07,19-Mar-07
5304,EXW,Air,1/25/2007,23-Mar-07,23-Mar-07,23-Mar-07
5324,EXW,Air,4/2/2007,30-Apr-07,30-Apr-07,30-Apr-07
5352,EXW,Air,7/6/2007,7-Aug-07,7-Aug-07,7-Aug-07
5353,EXW,Air,7/25/2007,9-Aug-07,21-Aug-07,21-Aug-07
5364,CIP,Air,5/9/2007,24-Aug-07,24-Aug-07,24-Aug-07
5365,EXW,Air,7/26/2007,13-Aug-07,13-Aug-07,13-Aug-07
5366,EXW,Air,7/26/2007,13-Aug-07,7-Aug-07,7-Aug-07
5428,EXW,Air,9/18/2007,23-Oct-07,23-Oct-07,23-Oct-07
5446,EXW,Air,10/18/2007,19-Nov-07,19-Nov-07,19-Nov-07
5507,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
5508,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
5509,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
5510,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
5522,FCA,Air,11/22/2007,6-Mar-08,6-Mar-08,6-Mar-08
5532,EXW,Air,12/10/2007,31-Jan-08,28-Jan-08,28-Jan-08
5534,EXW,Air,12/5/2007,1-Feb-08,1-Feb-08,1-Feb-08
5551,EXW,Air,Date Not Captured,10-Mar-08,10-Mar-08,10-Mar-08
5575,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
5589,EXW,Air,2/4/2008,3-Apr-08,3-Apr-08,3-Apr-08
5590,EXW,Air,1/29/2008,19-Sep-08,20-Jun-08,20-Jun-08
5595,EXW,Air,2/6/2008,10-Mar-08,10-Mar-08,10-Mar-08
5596,EXW,Air,2/6/2008,10-Mar-08,4-Mar-08,4-Mar-08
5622,EXW,Air,2/25/2008,22-Apr-08,22-Apr-08,22-Apr-08
5634,EXW,Air,3/3/2008,19-Mar-09,19-Mar-09,19-Mar-09
5635,EXW,Air,2/27/2008,14-Jul-08,14-Jul-08,14-Jul-08
5645,EXW,Air,3/11/2008,23-Jun-08,4-Jun-08,4-Jun-08
5646,EXW,Air,3/11/2008,8-May-08,7-Apr-08,7-Apr-08
5647,EXW,Air,3/11/2008,22-May-08,22-May-08,22-May-08
5657,EXW,Air,3/14/2008,2-Jun-08,2-Jun-08,2-Jun-08
5658,EXW,Air,3/13/2008,2-Jun-08,2-Jun-08,2-Jun-08
5661,EXW,Air,3/18/2008,30-May-08,30-May-08,30-May-08
5675,DDP,Truck,2/20/2008,24-Apr-08,29-Feb-08,29-Feb-08
5676,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
5677,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
5678,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
5701,EXW,Air,3/31/2008,14-Jul-08,14-Jul-08,14-Jul-08
5703,EXW,Air,4/10/2008,1-Jun-08,22-May-08,22-May-08
5713,EXW,Air,4/7/2008,9-May-08,9-May-08,9-May-08
5717,DDP,N/A,4/4/2008,25-Apr-08,7-Apr-08,7-Apr-08
5769,EXW,Air,4/28/2008,20-Jan-09,20-Jan-09,20-Jan-09
5793,EXW,Air,5/13/2008,19-Sep-08,19-Sep-08,19-Sep-08
5794,FCA,Air,5/13/2008,16-Nov-08,16-Nov-08,16-Nov-08
5796,EXW,Air,5/13/2008,20-Sep-08,20-Sep-08,20-Sep-08
5799,DDP,Truck,Date Not Captured,20-Aug-08,14-May-08,14-May-08
5800,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
5801,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
5802,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
5815,EXW,Air,5/20/2008,22-Aug-08,22-Aug-08,22-Aug-08
5818,EXW,Air,5/20/2008,10-Oct-08,10-Oct-08,10-Oct-08
5821,CIP,Air,5/23/2008,14-Jan-09,14-Jan-09,14-Jan-09
5857,EXW,Air,6/12/2008,22-Jul-08,22-Jul-08,22-Jul-08
5860,EXW,Air,6/12/2008,22-Jan-09,22-Jan-09,22-Jan-09
5894,EXW,Air,7/1/2008,3-Sep-08,3-Sep-08,3-Sep-08
5895,EXW,Air,7/1/2008,19-Sep-08,19-Sep-08,19-Sep-08
5905,CIP,Air,7/4/2008,8-Sep-08,8-Sep-08,8-Sep-08
5916,DDP,Truck,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08
5917,EXW,Air,7/15/2008,9-Oct-08,9-Oct-08,9-Oct-08
5928,EXW,Air,7/18/2008,7-Nov-08,7-Nov-08,7-Nov-08
5935,FCA,Air,7/24/2008,2-Dec-08,2-Dec-08,2-Dec-08
5936,EXW,Air,7/24/2008,21-Nov-08,21-Nov-08,21-Nov-08
5937,CIP,Air,7/23/2008,21-Nov-08,21-Nov-08,21-Nov-08
5976,EXW,Air,8/22/2008,6-Oct-08,3-Oct-08,3-Oct-08
5978,DDP,Truck,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08
5979,DDP,Truck,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08
5987,EXW,Air,8/28/2008,13-Oct-08,13-Oct-08,13-Oct-08
6023,EXW,Air,Date Not Captured,16-Dec-08,16-Oct-08,16-Oct-08
6041,EXW,Air,9/18/2008,5-Dec-08,5-Dec-08,5-Dec-08
6062,EXW,Air,9/24/2008,29-Oct-08,29-Oct-08,29-Oct-08
6081,EXW,Air,10/21/2008,27-Feb-09,27-Feb-09,27-Feb-09
6082,EXW,Air,10/21/2008,23-Feb-09,23-Feb-09,23-Feb-09
6084,EXW,Air,10/14/2008,29-Dec-08,29-Dec-08,29-Dec-08
6105,EXW,Air,10/22/2008,18-Feb-09,18-Feb-09,18-Feb-09
6106,EXW,Air,10/22/2008,30-Jan-09,24-Nov-08,24-Nov-08
6111,EXW,Air,10/27/2008,26-Jan-09,26-Jan-09,26-Jan-09
6125,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
6139,CIP,Air,11/19/2008,6-Mar-09,6-Mar-09,6-Mar-09
6196,EXW,Air,12/19/2008,20-Jan-09,20-Jan-09,20-Jan-09
6253,EXW,Air,1/14/2009,13-Mar-09,13-Mar-09,13-Mar-09
6257,EXW,Air,1/16/2009,7-Apr-09,7-Apr-09,7-Apr-09
6272,EXW,Air,1/27/2009,31-Mar-09,31-Mar-09,31-Mar-09
6312,EXW,Air,2/18/2009,28-Apr-09,11-Mar-09,11-Mar-09
6369,FCA,Air,3/6/2009,15-Apr-09,15-Apr-09,15-Apr-09
6381,CIP,Air,3/6/2009,26-Mar-09,26-Mar-09,26-Mar-09
6394,DDP,Air,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08
6395,DDP,Air,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08
6396,DDP,Air,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08
6397,DDP,Air,Date Not Captured,14-Apr-09,4-Dec-08,4-Dec-08
6398,DDP,Air,Date Not Captured,16-Jun-09,28-Jan-09,28-Jan-09
6399,DDP,Air,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08
6400,DDP,Air,Date Not Captured,21-Apr-09,5-Dec-08,5-Dec-08
6401,DDP,Air,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08
6402,DDP,Air,Date Not Captured,1-Apr-09,26-Nov-08,26-Nov-08
6403,DDP,Air,Date Not Captured,18-Mar-09,18-Mar-09,18-Mar-09
6404,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
6405,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
6411,DDP,Air,3/18/2009,25-Jun-09,30-Oct-09,30-Oct-09
6415,DDP,Air,3/27/2009,25-Jun-09,8-Apr-09,8-Apr-09
6416,DDP,Air,3/27/2009,25-Jun-09,21-Apr-09,21-Apr-09
6417,DDP,Air,3/27/2009,25-Jun-09,15-Apr-09,15-Apr-09
6418,DDP,Air,3/27/2009,25-Jun-09,16-Apr-09,16-Apr-09
6431,FCA,Air,3/30/2009,24-Aug-09,24-Aug-09,24-Aug-09
6432,DDP,Truck,4/2/2009,21-Apr-09,21-Apr-09,21-Apr-09
6436,DDP,Truck,4/2/2009,15-May-09,20-Apr-09,20-Apr-09
6437,DDP,Truck,4/2/2009,15-May-09,23-Apr-09,23-Apr-09
6438,DDP,Truck,4/2/2009,15-May-09,23-Apr-09,23-Apr-09
6439,DDP,Truck,4/2/2009,15-May-09,23-Apr-09,23-Apr-09
6440,DDP,Truck,4/2/2009,15-May-09,17-Jul-09,17-Jul-09
6450,EXW,Air,5/27/2009,14-Jul-09,14-Jul-09,14-Jul-09
6451,EXW,Air,4/2/2009,10-Jul-09,10-Jul-09,10-Jul-09
6488,EXW,Air,4/10/2009,27-Oct-09,27-Oct-09,27-Oct-09
6517,EXW,Air,4/29/2009,10-Jul-09,10-Jul-09,10-Jul-09
6519,EXW,Air,4/30/2009,10-Jul-09,10-Jul-09,10-Jul-09
6524,DDP,Air,4/30/2009,15-May-09,15-May-09,15-May-09
6544,CIP,Air,5/25/2009,22-Jun-09,22-Jun-09,22-Jun-09
6546,CIP,Air,5/27/2009,28-Jul-09,28-Jul-09,28-Jul-09
6561,DDP,Truck,6/5/2009,28-Jul-09,5-Aug-09,5-Aug-09
6563,DDP,Truck,6/5/2009,12-Oct-09,3-Aug-09,3-Aug-09
6595,FCA,Air,Date Not Captured,28-Aug-06,28-Aug-06,28-Aug-06
6599,CIP,Air,Date Not Captured,15-Sep-06,15-Sep-06,15-Sep-06
6600,EXW,Air,Date Not Captured,1-Sep-06,1-Sep-06,1-Sep-06
6601,EXW,Air,Date Not Captured,4-Sep-06,4-Sep-06,4-Sep-06
6608,FCA,Air,Date Not Captured,27-Oct-06,27-Oct-06,27-Oct-06
6621,EXW,Air,Date Not Captured,21-Dec-06,21-Dec-06,21-Dec-06
6622,EXW,Air,Date Not Captured,2-Jan-07,2-Jan-07,2-Jan-07
6623,CIP,Air,Date Not Captured,5-Dec-06,5-Dec-06,5-Dec-06
6624,EXW,Air,Date Not Captured,9-Jan-07,9-Jan-07,9-Jan-07
6625,EXW,Air,12/2/2006,16-Mar-07,16-Mar-07,16-Mar-07
6626,EXW,Air,11/14/2006,14-Mar-07,14-Mar-07,14-Mar-07
6627,EXW,Air,11/15/2006,14-Mar-07,14-Mar-07,14-Mar-07
6642,CIP,Air,12/5/2006,8-Mar-07,8-Mar-07,8-Mar-07
6647,EXW,Air,12/29/2006,25-Jan-07,25-Jan-07,25-Jan-07
6670,CIP,Air,5/7/2007,6-Sep-07,6-Sep-07,6-Sep-07
6671,CIP,Air,5/30/2007,21-Sep-07,21-Sep-07,21-Sep-07
6691,EXW,Air,7/3/2007,24-Oct-07,24-Oct-07,24-Oct-07
6692,FCA,Air,7/3/2007,10-Sep-07,10-Sep-07,10-Sep-07
6693,EXW,Air,7/6/2007,8-Aug-07,8-Aug-07,8-Aug-07
6705,CIP,Air,7/17/2007,14-Sep-07,14-Sep-07,14-Sep-07
6724,EXW,Air,7/3/2007,19-Dec-07,19-Dec-07,19-Dec-07
6745,EXW,Air,8/28/2007,21-Sep-07,8-Oct-07,8-Oct-07
6746,EXW,Air,8/27/2007,7-Nov-07,7-Nov-07,7-Nov-07
